,date,sentiment_index,count
314,12-29,0.5,2.0
315,01-01,0.0,0.0
316,01-02,0.0,0.0
317,01-03,-0.3333,3.0
318,01-04,0.0,0.0
319,01-05,0.0,0.0
320,01-08,0.5,4.0
321,01-09,0.0,0.0
322,01-10,0.0,0.0
323,01-11,0.5581,43.0
324,01-12,1.0,6.0
325,01-15,0.0,0.0
326,01-16,1.0,3.0
327,01-17,0.0,0.0
328,01-18,0.0,2.0
329,01-19,0.6667,6.0
330,02-02,0.9091,11.0
331,02-06,0.0,0.0
332,02-07,0.0,0.0
333,02-08,0.3043,23.0
334,02-09,0.0,0.0
335,02-12,0.0,0.0
336,02-13,0.0,0.0
337,02-14,0.0,0.0
338,02-15,0.0,0.0
339,02-16,0.0,0.0
340,02-19,0.8889,9.0
341,02-20,0.8065,31.0
342,02-21,0.9091,22.0
343,02-22,1.0,2.0
344,02-23,0.8,5.0
345,02-26,0.75,4.0
346,02-27,0.0,0.0
347,02-28,0.0,0.0
348,02-29,0.0,0.0
349,03-01,0.25,12.0
350,03-04,1.0,2.0
351,03-05,0.0,0.0
352,03-06,0.5556,9.0
353,03-07,1.0,7.0
354,03-08,0.0,0.0
355,03-11,0.7143,7.0
356,03-12,0.0,0.0
357,03-13,1.0,4.0
358,03-14,1.0,1.0
359,03-15,0.5,2.0
360,03-18,0.8824,17.0
361,03-19,0.0,0.0
362,03-20,0.0,0.0
363,03-21,0.0,1.0
364,03-22,0.5,10.0
365,03-25,0.5,4.0
366,03-26,0.0,1.0
